Cinsiyet,Kisi_Sayisi,Tatil_Turu,Atmosfer,Grup_Tipi,Yeme_Icme,Cevre,Konaklama_Tipi,Butce_TL,Onerilen_Yer,Gecelik_Fiyat_TL
Kadın,1,Deniz,Sessiz ve Aktif,Aile (Çocuksuz),Yemeksiz,Havuz,Otel,5919,Antalya - Olympos (Doğa/Bungalov),1152
Erkek,2,Kültür,Sessiz ve Aktif,Arkadaş Grubu,Yemeksiz,Dağ,Airbnb,9841,Antalya - Kaş (Deniz/Eğlence),5405
Erkek,4,Macera,Sessiz,Aile (Çocuksuz),Sadece Kahvaltı,Dağ,Airbnb,19847,İsviçre Alpleri (Dağ/Doğa),17966
Erkek,5,Macera,Gece Hayatı,Tek Kişi,Her Şey Dahil,Dağ,Airbnb,17886,Phuket - Tayland (Ada/Aktif),13183
Kadın,2,Doğa,Eğlenceli,Aile (Bebekli),Her Şey Dahil,Dağ,Bungalov,10401,Mykonos - Yunanistan (Gece Hayatı),11657
Kadın,1,Orman,Aktif,Tek Kişi,Sadece Kahvaltı,Havuz,Bungalov,22937,İsviçre Alpleri (Dağ/Doğa),19316
Erkek,5,Deniz,Eğlenceli,Tek Kişi,Her Şey Dahil,Havuz,Bungalov,9690,Santorini - Yunanistan (Deniz/Balayı),10240
Kadın,5,Orman,Aktif,Balayı,Her Şey Dahil,Ada,Bungalov,4785,Muğla - Fethiye (Deniz/Macera),6485
Erkek,6,Kültür,Eğlenceli,Arkadaş Grubu,Yemeksiz,Ada,Airbnb,7483,Rize - Ayder (Doğa/Orman),4088
Kadın,4,Doğa,Sessiz ve Aktif,Tek Kişi,Yemeksiz,Deniz,Otel,6289,Muğla - Fethiye (Deniz/Macera),6249
Kadın,1,Orman,Eğlenceli,Aile (Bebekli),Sadece Kahvaltı,Ada,Airbnb,30825,Seyşeller (Lüks/Ada),28784
Kadın,3,Doğa,Aktif,Aile (Çocuksuz),Yemeksiz,Dağ,Otel,18169,Machu Picchu - Peru (Macera/Kültür),15421
Kadın,6,Macera,Sessiz ve Aktif,Balayı,Yemeksiz,Orman,Villa,18577,Norveç Fiyortları (Doğa/Macera),20420
Erkek,4,Orman,Sessiz,Aile (Bebekli),Sadece Kahvaltı,Orman,Bungalov,2110,Bolu - Yedigöller (Doğa/Sessiz),2376
Kadın,4,Doğa,Sessiz,Aile (Çocuksuz),Yemeksiz,Ada,Bungalov,5406,Rize - Ayder (Doğa/Orman),2844
Erkek,4,Macera,Sessiz ve Aktif,Tek Kişi,Her Şey Dahil,Ada,Bungalov,7596,Antalya - Kaş (Deniz/Eğlence),3806
Erkek,5,Doğa,Gece Hayatı,Balayı,Her Şey Dahil,Havuz,Villa,20944,Norveç Fiyortları (Doğa/Macera),20285
Kadın,2,Doğa,Eğlenceli,Balayı,Yemeksiz,Orman,Otel,17456,Machu Picchu - Peru (Macera/Kültür),16391
Erkek,5,Deniz,Sessiz,Tek Kişi,Her Şey Dahil,Dağ,Airbnb,27483,Maldivler (Lüks/Ada/Balayı),24307
Kadın,6,Deniz,Sessiz,Tek Kişi,Her Şey Dahil,Dağ,Airbnb,12578,İbiza - İspanya (Gece Hayatı/Deniz),12061
Kadın,5,Kültür,Sessiz,Balayı,Her Şey Dahil,Orman,Villa,12870,İbiza - İspanya (Gece Hayatı/Deniz),13625
Kadın,3,Orman,Aktif,Arkadaş Grubu,Her Şey Dahil,Dağ,Villa,3060,Antalya - Kaş (Deniz/Eğlence),3688
Erkek,4,Doğa,Eğlenceli,Aile (Bebekli),Yemeksiz,Havuz,Airbnb,5900,Nevşehir - Kapadokya (Macera/Balayı),2590
Erkek,2,Deniz,Gece Hayatı,Aile (Bebekli),Yemeksiz,Dağ,Bungalov,12471,Mykonos - Yunanistan (Gece Hayatı),11913
Erkek,6,Kültür,Aktif,Balayı,Sadece Kahvaltı,Ada,Airbnb,16009,Santorini - Yunanistan (Deniz/Balayı),11269
Erkek,4,Kültür,Sessiz,Tek Kişi,Yemeksiz,Dağ,Airbnb,10149,Amsterdam - Hollanda (Eğlence/Aktif),9403
Erkek,6,Macera,Gece Hayatı,Aile (Bebekli),Yemeksiz,Deniz,Villa,28232,Seyşeller (Lüks/Ada),28010
Kadın,3,Kültür,Sessiz,Balayı,Sadece Kahvaltı,Dağ,Villa,1741,Rize - Ayder (Doğa/Orman),3364
Kadın,5,Kültür,Sessiz ve Aktif,Aile (Bebekli),Yemeksiz,Orman,Villa,6254,Muğla - Fethiye (Deniz/Macera),4488
Kadın,2,Kültür,Eğlenceli,Aile (Çocuksuz),Yemeksiz,Ada,Otel,3602,Bolu - Yedigöller (Doğa/Sessiz),1659
Kadın,6,Deniz,Eğlenceli,Arkadaş Grubu,Her Şey Dahil,Orman,Villa,30479,Maldivler (Lüks/Ada/Balayı),27486
Kadın,4,Doğa,Eğlenceli,Balayı,Sadece Kahvaltı,Havuz,Villa,6653,Rize - Ayder (Doğa/Orman),3692
Kadın,5,Macera,Sessiz ve Aktif,Arkadaş Grubu,Her Şey Dahil,Dağ,Villa,1220,Rize - Ayder (Doğa/Orman),2459
Erkek,1,Doğa,Aktif,Tek Kişi,Yemeksiz,Orman,Otel,27678,Seyşeller (Lüks/Ada),28982
Erkek,2,Macera,Sessiz ve Aktif,Aile (Bebekli),Sadece Kahvaltı,Orman,Otel,14487,İbiza - İspanya (Gece Hayatı/Deniz),11440
Kadın,5,Kültür,Eğlenceli,Arkadaş Grubu,Yemeksiz,Havuz,Villa,18651,Norveç Fiyortları (Doğa/Macera),20559
Erkek,2,Macera,Sessiz ve Aktif,Aile (Bebekli),Her Şey Dahil,Orman,Airbnb,17976,Machu Picchu - Peru (Macera/Kültür),14651
Erkek,5,Doğa,Aktif,Arkadaş Grubu,Yemeksiz,Havuz,Bungalov,13934,Phuket - Tayland (Ada/Aktif),12902
Kadın,3,Macera,Sessiz ve Aktif,Arkadaş Grubu,Yemeksiz,Dağ,Villa,7168,Amsterdam - Hollanda (Eğlence/Aktif),7826
Kadın,6,Macera,Gece Hayatı,Aile (Çocuksuz),Yemeksiz,Deniz,Villa,24851,İsviçre Alpleri (Dağ/Doğa),20418
Erkek,6,Macera,Gece Hayatı,Tek Kişi,Yemeksiz,Deniz,Villa,14900,Phuket - Tayland (Ada/Aktif),11205
Kadın,4,Kültür,Aktif,Aile (Çocuksuz),Her Şey Dahil,Orman,Bungalov,25485,Norveç Fiyortları (Doğa/Macera),22044
Erkek,6,Doğa,Aktif,Tek Kişi,Her Şey Dahil,Deniz,Villa,17498,Machu Picchu - Peru (Macera/Kültür),16399
Erkek,4,Kültür,Sessiz,Arkadaş Grubu,Her Şey Dahil,Ada,Otel,4595,Antalya - Kaş (Deniz/Eğlence),3437
Erkek,1,Orman,Eğlenceli,Arkadaş Grubu,Her Şey Dahil,Ada,Bungalov,5679,Nevşehir - Kapadokya (Macera/Balayı),5293
Kadın,2,Deniz,Aktif,Balayı,Sadece Kahvaltı,Ada,Otel,1539,Antalya - Olympos (Doğa/Bungalov),2921
Erkek,6,Doğa,Sessiz,Aile (Bebekli),Her Şey Dahil,Orman,Airbnb,12421,Amsterdam - Hollanda (Eğlence/Aktif),10117
Erkek,5,Deniz,Gece Hayatı,Balayı,Sadece Kahvaltı,Dağ,Otel,1405,Rize - Ayder (Doğa/Orman),2849
Kadın,4,Deniz,Aktif,Tek Kişi,Yemeksiz,Deniz,Airbnb,15979,İbiza - İspanya (Gece Hayatı/Deniz),11314
Erkek,5,Doğa,Aktif,Arkadaş Grubu,Her Şey Dahil,Ada,Villa,9658,Amsterdam - Hollanda (Eğlence/Aktif),9032
Erkek,1,Orman,Eğlenceli,Aile (Bebekli),Her Şey Dahil,Orman,Bungalov,1192,Antalya - Olympos (Doğa/Bungalov),1632
Erkek,6,Macera,Sessiz,Balayı,Yemeksiz,Havuz,Bungalov,5777,İzmir - Alaçatı (Eğlence/Gece Hayatı),4085
Erkek,1,Doğa,Sessiz,Aile (Çocuksuz),Yemeksiz,Deniz,Villa,6075,Antalya - Kaş (Deniz/Eğlence),3291
Kadın,6,Macera,Eğlenceli,Tek Kişi,Her Şey Dahil,Deniz,Otel,17250,Bali - Endonezya (Doğa/Egzotik),14541
Kadın,1,Kültür,Eğlenceli,Balayı,Yemeksiz,Deniz,Bungalov,16375,Machu Picchu - Peru (Macera/Kültür),14653
Kadın,6,Kültür,Aktif,Aile (Bebekli),Her Şey Dahil,Dağ,Airbnb,2487,Rize - Ayder (Doğa/Orman),1760
Erkek,1,Deniz,Sessiz ve Aktif,Balayı,Her Şey Dahil,Ada,Otel,15299,Kenya - Masai Mara Safari (Macera/Orman),15680
Erkek,5,Orman,Gece Hayatı,Balayı,Sadece Kahvaltı,Deniz,Villa,23037,Norveç Fiyortları (Doğa/Macera),22185
Erkek,2,Doğa,Aktif,Aile (Çocuksuz),Yemeksiz,Ada,Airbnb,25045,Norveç Fiyortları (Doğa/Macera),22469
Kadın,2,Kültür,Aktif,Balayı,Her Şey Dahil,Deniz,Otel,18028,Las Vegas - ABD (Gece Hayatı/Eğlence),16312
Kadın,3,Macera,Gece Hayatı,Aile (Bebekli),Her Şey Dahil,Deniz,Airbnb,3091,Rize - Ayder (Doğa/Orman),4911
Erkek,3,Macera,Eğlenceli,Aile (Bebekli),Yemeksiz,Havuz,Villa,12311,Amsterdam - Hollanda (Eğlence/Aktif),9323
Erkek,6,Kültür,Sessiz ve Aktif,Aile (Bebekli),Her Şey Dahil,Havuz,Airbnb,20558,İsviçre Alpleri (Dağ/Doğa),19084
Kadın,6,Orman,Eğlenceli,Tek Kişi,Sadece Kahvaltı,Ada,Otel,13788,Bali - Endonezya (Doğa/Egzotik),15196
Kadın,5,Kültür,Aktif,Balayı,Yemeksiz,Dağ,Airbnb,17584,Machu Picchu - Peru (Macera/Kültür),15292
Kadın,3,Deniz,Gece Hayatı,Tek Kişi,Yemeksiz,Orman,Bungalov,15302,İbiza - İspanya (Gece Hayatı/Deniz),13409
Kadın,5,Kültür,Sessiz ve Aktif,Arkadaş Grubu,Her Şey Dahil,Deniz,Otel,20117,Kenya - Masai Mara Safari (Macera/Orman),17567
Kadın,2,Doğa,Aktif,Aile (Bebekli),Yemeksiz,Ada,Villa,8274,Muğla - Fethiye (Deniz/Macera),5192
Erkek,4,Kültür,Sessiz ve Aktif,Aile (Çocuksuz),Her Şey Dahil,Deniz,Otel,17134,Machu Picchu - Peru (Macera/Kültür),14358
Erkek,1,Doğa,Aktif,Tek Kişi,Her Şey Dahil,Havuz,Airbnb,7606,Rize - Ayder (Doğa/Orman),3901
Kadın,2,Deniz,Gece Hayatı,Aile (Çocuksuz),Her Şey Dahil,Deniz,Bungalov,6589,Nevşehir - Kapadokya (Macera/Balayı),4320
Erkek,4,Kültür,Sessiz ve Aktif,Aile (Çocuksuz),Her Şey Dahil,Orman,Villa,19510,Kenya - Masai Mara Safari (Macera/Orman),18282
Erkek,4,Doğa,Aktif,Balayı,Sadece Kahvaltı,Dağ,Otel,18854,İsviçre Alpleri (Dağ/Doğa),17321
Erkek,6,Macera,Sessiz,Aile (Çocuksuz),Yemeksiz,Ada,Villa,19265,Las Vegas - ABD (Gece Hayatı/Eğlence),16141
Kadın,6,Deniz,Sessiz ve Aktif,Aile (Bebekli),Yemeksiz,Orman,Otel,17346,Kenya - Masai Mara Safari (Macera/Orman),15936
Kadın,6,Deniz,Gece Hayatı,Aile (Bebekli),Sadece Kahvaltı,Orman,Airbnb,3614,Rize - Ayder (Doğa/Orman),3762
Kadın,5,Orman,Aktif,Aile (Çocuksuz),Sadece Kahvaltı,Havuz,Airbnb,31646,Seyşeller (Lüks/Ada),29139
Kadın,4,Orman,Sessiz,Arkadaş Grubu,Yemeksiz,Ada,Bungalov,3107,Rize - Ayder (Doğa/Orman),3131
Erkek,5,Kültür,Eğlenceli,Aile (Bebekli),Her Şey Dahil,Deniz,Villa,28302,Maldivler (Lüks/Ada/Balayı),25041
Kadın,1,Kültür,Eğlenceli,Aile (Bebekli),Sadece Kahvaltı,Deniz,Airbnb,13757,İbiza - İspanya (Gece Hayatı/Deniz),12640
Erkek,6,Doğa,Aktif,Balayı,Yemeksiz,Havuz,Airbnb,16954,Bali - Endonezya (Doğa/Egzotik),17318
Erkek,4,Orman,Aktif,Aile (Bebekli),Yemeksiz,Deniz,Otel,6320,Nevşehir - Kapadokya (Macera/Balayı),4677
Erkek,3,Orman,Aktif,Balayı,Yemeksiz,Deniz,Bungalov,16978,Machu Picchu - Peru (Macera/Kültür),14549
Erkek,6,Doğa,Aktif,Aile (Bebekli),Her Şey Dahil,Dağ,Otel,16069,Bali - Endonezya (Doğa/Egzotik),17142
Kadın,1,Doğa,Gece Hayatı,Tek Kişi,Sadece Kahvaltı,Havuz,Bungalov,12313,İbiza - İspanya (Gece Hayatı/Deniz),14285
Erkek,6,Deniz,Aktif,Aile (Bebekli),Sadece Kahvaltı,Deniz,Bungalov,11743,İbiza - İspanya (Gece Hayatı/Deniz),11298
Kadın,2,Kültür,Aktif,Aile (Bebekli),Sadece Kahvaltı,Orman,Bungalov,5494,Muğla - Fethiye (Deniz/Macera),3102
Erkek,6,Kültür,Gece Hayatı,Tek Kişi,Sadece Kahvaltı,Deniz,Otel,6567,Muğla - Fethiye (Deniz/Macera),5066
Kadın,1,Deniz,Gece Hayatı,Tek Kişi,Her Şey Dahil,Orman,Bungalov,20197,Bali - Endonezya (Doğa/Egzotik),15213
Kadın,1,Macera,Eğlenceli,Aile (Çocuksuz),Her Şey Dahil,Havuz,Bungalov,20099,Bali - Endonezya (Doğa/Egzotik),16971
Erkek,2,Doğa,Gece Hayatı,Aile (Çocuksuz),Her Şey Dahil,Ada,Villa,5706,Nevşehir - Kapadokya (Macera/Balayı),3204
Kadın,5,Kültür,Aktif,Aile (Bebekli),Sadece Kahvaltı,Havuz,Airbnb,5653,Muğla - Fethiye (Deniz/Macera),3364
Erkek,2,Kültür,Sessiz ve Aktif,Tek Kişi,Yemeksiz,Orman,Bungalov,15804,Machu Picchu - Peru (Macera/Kültür),13724
Kadın,5,Orman,Sessiz ve Aktif,Aile (Çocuksuz),Yemeksiz,Havuz,Villa,7626,Antalya - Kaş (Deniz/Eğlence),5439
Kadın,4,Kültür,Aktif,Aile (Bebekli),Sadece Kahvaltı,Deniz,Airbnb,4253,Muğla - Fethiye (Deniz/Macera),4646
Kadın,2,Doğa,Sessiz,Tek Kişi,Sadece Kahvaltı,Havuz,Villa,14667,Kenya - Masai Mara Safari (Macera/Orman),15279
Erkek,2,Orman,Gece Hayatı,Arkadaş Grubu,Yemeksiz,Orman,Otel,11012,Phuket - Tayland (Ada/Aktif),12402
Kadın,3,Macera,Gece Hayatı,Tek Kişi,Her Şey Dahil,Dağ,Otel,16611,Phuket - Tayland (Ada/Aktif),11800
Kadın,4,Macera,Sessiz,Arkadaş Grubu,Yemeksiz,Ada,Airbnb,6001,Nevşehir - Kapadokya (Macera/Balayı),4341
Erkek,4,Deniz,Sessiz ve Aktif,Aile (Çocuksuz),Yemeksiz,Ada,Villa,16077,Bali - Endonezya (Doğa/Egzotik),16689
Erkek,5,Orman,Eğlenceli,Aile (Bebekli),Her Şey Dahil,Dağ,Villa,15505,Machu Picchu - Peru (Macera/Kültür),14074
Erkek,4,Orman,Aktif,Aile (Bebekli),Her Şey Dahil,Havuz,Otel,7832,Rize - Ayder (Doğa/Orman),3546
Erkek,4,Kültür,Aktif,Aile (Bebekli),Sadece Kahvaltı,Orman,Bungalov,11465,Mykonos - Yunanistan (Gece Hayatı),13210
Erkek,4,Kültür,Sessiz ve Aktif,Aile (Bebekli),Sadece Kahvaltı,Dağ,Bungalov,6225,Bolu - Yedigöller (Doğa/Sessiz),3069
Kadın,2,Macera,Sessiz ve Aktif,Tek Kişi,Yemeksiz,Orman,Otel,15983,Phuket - Tayland (Ada/Aktif),13337
Erkek,6,Doğa,Aktif,Tek Kişi,Sadece Kahvaltı,Deniz,Otel,17300,İsviçre Alpleri (Dağ/Doğa),18924
Erkek,4,Kültür,Sessiz ve Aktif,Aile (Çocuksuz),Sadece Kahvaltı,Havuz,Villa,5665,İzmir - Alaçatı (Eğlence/Gece Hayatı),3881
Kadın,6,Doğa,Aktif,Aile (Bebekli),Yemeksiz,Orman,Villa,11160,Mykonos - Yunanistan (Gece Hayatı),12477
Erkek,6,Macera,Gece Hayatı,Balayı,Her Şey Dahil,Dağ,Airbnb,17206,Kenya - Masai Mara Safari (Macera/Orman),16168
Kadın,4,Deniz,Gece Hayatı,Aile (Bebekli),Yemeksiz,Ada,Villa,11775,İbiza - İspanya (Gece Hayatı/Deniz),13540
Kadın,1,Kültür,Gece Hayatı,Aile (Çocuksuz),Her Şey Dahil,Deniz,Otel,13744,Santorini - Yunanistan (Deniz/Balayı),10173
Erkek,3,Kültür,Aktif,Aile (Çocuksuz),Her Şey Dahil,Havuz,Bungalov,10627,Santorini - Yunanistan (Deniz/Balayı),10869
Kadın,3,Doğa,Gece Hayatı,Aile (Çocuksuz),Yemeksiz,Deniz,Airbnb,14981,Mykonos - Yunanistan (Gece Hayatı),11642
Kadın,3,Macera,Sessiz ve Aktif,Tek Kişi,Yemeksiz,Orman,Otel,4245,Bolu - Yedigöller (Doğa/Sessiz),4303
Kadın,1,Macera,Sessiz,Arkadaş Grubu,Her Şey Dahil,Deniz,Airbnb,7364,Rize - Ayder (Doğa/Orman),4083
Kadın,3,Orman,Eğlenceli,Tek Kişi,Sadece Kahvaltı,Dağ,Villa,7689,İzmir - Alaçatı (Eğlence/Gece Hayatı),3598
Erkek,5,Orman,Aktif,Arkadaş Grubu,Sadece Kahvaltı,Orman,Airbnb,6005,Antalya - Kaş (Deniz/Eğlence),4259
Kadın,6,Kültür,Eğlenceli,Aile (Bebekli),Yemeksiz,Dağ,Villa,4986,Rize - Ayder (Doğa/Orman),1940
Erkek,4,Doğa,Aktif,Arkadaş Grubu,Her Şey Dahil,Dağ,Otel,30483,Maldivler (Lüks/Ada/Balayı),26804
Kadın,4,Kültür,Sessiz ve Aktif,Arkadaş Grubu,Sadece Kahvaltı,Dağ,Airbnb,9326,Amsterdam - Hollanda (Eğlence/Aktif),8488
Kadın,3,Deniz,Gece Hayatı,Tek Kişi,Yemeksiz,Deniz,Villa,27169,Seyşeller (Lüks/Ada),28707
Kadın,3,Kültür,Sessiz ve Aktif,Arkadaş Grubu,Yemeksiz,Orman,Villa,1425,Bolu - Yedigöller (Doğa/Sessiz),1588
Kadın,4,Orman,Sessiz,Tek Kişi,Yemeksiz,Havuz,Bungalov,18721,Machu Picchu - Peru (Macera/Kültür),14713
Erkek,4,Macera,Aktif,Balayı,Sadece Kahvaltı,Ada,Otel,7026,Muğla - Fethiye (Deniz/Macera),3629
Kadın,1,Orman,Sessiz ve Aktif,Aile (Çocuksuz),Sadece Kahvaltı,Havuz,Bungalov,15219,Machu Picchu - Peru (Macera/Kültür),15526
Kadın,6,Deniz,Aktif,Aile (Bebekli),Yemeksiz,Ada,Otel,14196,Bali - Endonezya (Doğa/Egzotik),16104
Kadın,1,Doğa,Eğlenceli,Tek Kişi,Yemeksiz,Deniz,Airbnb,7510,Muğla - Fethiye (Deniz/Macera),3059
Kadın,5,Orman,Aktif,Aile (Bebekli),Her Şey Dahil,Havuz,Bungalov,15265,Machu Picchu - Peru (Macera/Kültür),13735
Kadın,1,Kültür,Gece Hayatı,Balayı,Yemeksiz,Havuz,Otel,23735,Maldivler (Lüks/Ada/Balayı),25708
Erkek,3,Orman,Gece Hayatı,Arkadaş Grubu,Yemeksiz,Orman,Bungalov,14767,İbiza - İspanya (Gece Hayatı/Deniz),12847
Erkek,2,Macera,Sessiz,Aile (Çocuksuz),Her Şey Dahil,Orman,Otel,17117,Kenya - Masai Mara Safari (Macera/Orman),17737
Kadın,3,Doğa,Gece Hayatı,Arkadaş Grubu,Yemeksiz,Dağ,Villa,28947,Seyşeller (Lüks/Ada),28728
Erkek,3,Orman,Sessiz,Tek Kişi,Sadece Kahvaltı,Havuz,Otel,3095,Nevşehir - Kapadokya (Macera/Balayı),4555
Kadın,1,Doğa,Aktif,Aile (Bebekli),Her Şey Dahil,Deniz,Otel,13233,Santorini - Yunanistan (Deniz/Balayı),9251
Kadın,1,Deniz,Sessiz ve Aktif,Balayı,Sadece Kahvaltı,Havuz,Otel,16275,Bali - Endonezya (Doğa/Egzotik),14521
